codice_scuola|pc_desktop|pc_laptop|lim_aula|lim_laboratorio|lim_mobili|paule_lan|paule_wifi
"AREE01704L"|"8,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"AREE01708R"|"10,00"|"0,00"|"1,00"|"0,00"|"0,00"|"0,00"|"0,00"
"AREE019015"|"7,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"AREE019026"|"8,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"AREE019037"|"7,00"|"1,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"AREE01911L"|"20,00"|"0,00"|"1,00"|"0,00"|"0,00"|"0,00"|"0,00"
"AREE01913P"|"7,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"AREE03601V"|"14,00"|"2,00"|"1,00"|"0,00"|"0,00"|"0,00"|"0,00"
"AREE036053"|"4,00"|"1,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"AREE81002P"|"18,00"|"1,00"|"1,00"|"0,00"|"0,00"|"1,00"|"0,00"
"AREE81004R"|"20,00"|"0,00"|"3,00"|"0,00"|"0,00"|"0,00"|"1,00"
"AREE81101D"|"23,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"AREE81102E"|"16,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"AREE81103G"|"8,00"|"0,00"|"1,00"|"0,00"|"0,00"|"0,00"|"0,00"
"AREE813015"|"8,00"|"1,00"|"0,00"|"1,00"|"0,00"|"0,00"|"0,00"
"AREE813026"|"2,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"AREE813037"|"6,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"AREE813048"|"2,00"|"0,00"|"0,00"|"1,00"|"0,00"|"0,00"|"0,00"
"AREE813059"|"5,00"|"0,00"|"0,00"|"0,00"|"0,00"|"1,00"|"1,00"
"AREE81306A"|"6,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"AREE81307B"|"6,00"|"1,00"|"0,00"|"1,00"|"0,00"|"1,00"|"0,00"
"AREE814011"|"1,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"AREE814022"|"1,00"|"0,00"|"0,00"|"1,00"|"0,00"|"0,00"|"0,00"
"AREE814033"|"3,00"|"0,00"|"0,00"|"1,00"|"0,00"|"0,00"|"0,00"
"AREE81501R"|"17,00"|"0,00"|"1,00"|"0,00"|"0,00"|"0,00"|"0,00"
"AREE81502T"|"6,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"AREE81503V"|"4,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"AREE81601L"|"14,00"|"0,00"|"1,00"|"1,00"|"0,00"|"0,00"|"0,00"
"AREE81703E"|"0,00"|"0,00"|"1,00"|"0,00"|"0,00"|"0,00"|"0,00"
"AREE818018"|"6,00"|"1,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"AREE818029"|"12,00"|"1,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"AREE81803A"|"6,00"|"0,00"|"1,00"|"0,00"|"0,00"|"0,00"|"0,00"
"AREE819014"|"4,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"AREE819025"|"6,00"|"1,00"|"1,00"|"1,00"|"0,00"|"0,00"|"0,00"
"AREE820018"|"15,00"|"1,00"|"1,00"|"0,00"|"0,00"|"0,00"|"0,00"
"AREE820029"|"4,00"|"1,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"AREE82003A"|"1,00"|"1,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"AREE82004B"|"4,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"AREE821014"|"14,00"|"16,00"|"1,00"|"0,00"|"0,00"|"0,00"|"0,00"
"AREE821025"|"10,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"AREE82201X"|"3,00"|"0,00"|"1,00"|"0,00"|"0,00"|"0,50"|"0,00"
"AREE822021"|"13,00"|"0,00"|"1,00"|"0,00"|"0,00"|"0,08"|"0,00"
"AREE822032"|"10,00"|"0,00"|"1,00"|"0,00"|"0,00"|"1,00"|"0,00"
"AREE82301Q"|"8,00"|"0,00"|"0,00"|"1,00"|"0,00"|"0,00"|"0,00"
"AREE82302R"|"3,00"|"0,00"|"0,00"|"1,00"|"0,00"|"0,00"|"0,00"
"AREE82303T"|"17,00"|"1,00"|"1,00"|"1,00"|"0,00"|"1,00"|"1,00"
"AREE82401G"|"37,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"AREE82402L"|"29,00"|"0,00"|"0,00"|"1,00"|"0,00"|"0,00"|"0,00"
"AREE82501B"|"42,00"|"4,00"|"1,00"|"0,00"|"0,00"|"0,10"|"0,00"
"AREE82502C"|"35,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"AREE82503D"|"43,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"AREE826017"|"18,00"|"0,00"|"0,00"|"1,00"|"0,00"|"0,00"|"0,00"
"AREE826028"|"22,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"AREE827013"|"11,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"AREE827046"|"2,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"AREE82801V"|"36,00"|"0,00"|"0,00"|"2,00"|"0,00"|"0,00"|"0,00"
"AREE82901P"|"3,00"|"1,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"AREE82902Q"|"1,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,66"
"AREE82903R"|"3,00"|"0,00"|"1,00"|"0,00"|"0,00"|"0,00"|"0,50"
"AREE82904T"|"6,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"AREE82905V"|"7,00"|"0,00"|"1,00"|"0,00"|"0,00"|"1,00"|"0,00"
"AREE82906X"|"4,00"|"0,00"|"1,00"|"0,00"|"0,00"|"1,00"|"0,00"
"AREE829071"|"6,00"|"0,00"|"1,00"|"0,00"|"0,00"|"0,00"|"1,00"
"AREE83001V"|"1,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"AREE83002X"|"5,00"|"0,00"|"2,00"|"0,00"|"0,00"|"1,00"|"0,00"
"AREE83101P"|"16,00"|"1,00"|"0,00"|"0,00"|"0,00"|"0,09"|"0,00"
"AREE83102Q"|"5,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"AREE83201E"|"33,00"|"1,00"|"0,00"|"1,00"|"0,00"|"0,00"|"0,00"
"AREE83202G"|"33,00"|"1,00"|"0,00"|"1,00"|"0,00"|"0,00"|"0,00"
"AREE83301A"|"3,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"AREE83302B"|"7,00"|"0,00"|"1,00"|"0,00"|"0,00"|"0,00"|"0,00"
"AREE83303C"|"3,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"AREE834016"|"12,00"|"1,00"|"0,00"|"1,00"|"0,00"|"0,00"|"0,00"
"AREE834027"|"11,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"AREE835012"|"17,00"|"1,00"|"1,00"|"0,00"|"0,00"|"0,00"|"0,00"
"AREE835023"|"14,00"|"0,00"|"1,00"|"0,00"|"0,00"|"0,00"|"0,00"
"AREE835034"|"15,00"|"1,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"AREE83601T"|"2,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"AREE83602V"|"2,00"|"0,00"|"0,00"|"1,00"|"0,00"|"0,00"|"0,00"
"AREE83603X"|"1,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"AREE836041"|"1,00"|"0,00"|"0,00"|"1,00"|"0,00"|"0,00"|"0,00"
"AREE836052"|"3,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"AREE836074"|"5,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"AREE83701N"|"10,00"|"0,00"|"1,00"|"0,00"|"0,00"|"0,00"|"0,00"
"AREE83702P"|"11,00"|"0,00"|"1,00"|"0,00"|"0,00"|"0,00"|"0,00"
"AREE83801D"|"34,00"|"0,00"|"1,00"|"0,00"|"0,00"|"0,00"|"0,00"
"AREE83802E"|"23,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"AREE83803G"|"27,00"|"0,00"|"1,00"|"0,00"|"0,00"|"0,00"|"0,00"
"AREE83804L"|"14,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"AREE83805N"|"20,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"AREE839019"|"12,00"|"0,00"|"1,00"|"0,00"|"0,00"|"0,00"|"0,00"
"AREE83902A"|"8,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"AREE83903B"|"4,00"|"0,00"|"1,00"|"1,00"|"0,00"|"0,00"|"0,00"
"AREE83904C"|"6,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"ARMM00900C"|"12,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"ARMM027002"|"24,00"|"3,00"|"2,00"|"0,00"|"0,00"|"0,00"|"0,00"
"ARMM027024"|"9,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"ARMM027046"|"6,00"|"0,00"|"1,00"|"0,00"|"0,00"|"0,00"|"0,00"
"ARMM027057"|"9,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"ARMM027068"|"6,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"ARMM05900D"|"17,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"ARMM81001L"|"24,00"|"1,00"|"5,00"|"1,00"|"0,00"|"0,00"|"0,00"
"ARMM81101C"|"72,00"|"2,00"|"2,00"|"0,00"|"0,00"|"0,00"|"1,00"
"ARMM813014"|"28,00"|"0,00"|"0,00"|"1,00"|"0,00"|"0,00"|"1,00"
"ARMM813025"|"8,00"|"1,00"|"0,00"|"1,00"|"0,00"|"0,00"|"0,00"
"ARMM81401X"|"8,00"|"1,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"ARMM814021"|"6,00"|"0,00"|"0,00"|"0,00"|"0,00"|"1,00"|"0,00"
"ARMM81501Q"|"3,00"|"2,00"|"2,00"|"0,00"|"0,00"|"0,00"|"0,00"
"ARMM81502R"|"1,00"|"1,00"|"1,00"|"0,00"|"0,00"|"0,00"|"0,00"
"ARMM81601G"|"34,00"|"3,00"|"4,00"|"1,00"|"0,00"|"0,00"|"0,00"
"ARMM81701B"|"11,00"|"0,00"|"1,00"|"0,00"|"0,00"|"0,00"|"0,00"
"ARMM81702C"|"12,00"|"0,00"|"1,00"|"0,00"|"0,00"|"0,25"|"0,00"
"ARMM81703D"|"10,00"|"0,00"|"3,00"|"0,00"|"0,00"|"1,00"|"0,00"
"ARMM818017"|"16,00"|"2,00"|"2,00"|"0,00"|"0,00"|"0,18"|"0,00"
"ARMM819013"|"32,00"|"4,00"|"6,00"|"6,00"|"0,00"|"1,00"|"0,00"
"ARMM820017"|"22,00"|"5,00"|"1,00"|"0,00"|"0,00"|"0,00"|"0,00"
"ARMM820028"|"12,00"|"2,00"|"1,00"|"0,00"|"0,00"|"0,00"|"0,00"
"ARMM820039"|"12,00"|"1,00"|"1,00"|"0,00"|"0,00"|"0,33"|"0,00"
"ARMM821013"|"55,00"|"3,00"|"4,00"|"0,00"|"0,00"|"0,00"|"0,00"
"ARMM82201V"|"25,00"|"2,00"|"2,00"|"0,00"|"0,00"|"0,00"|"1,00"
"ARMM82301P"|"14,00"|"2,00"|"3,00"|"0,00"|"0,00"|"1,00"|"1,00"
"ARMM82401E"|"16,00"|"1,00"|"2,00"|"0,00"|"0,00"|"0,00"|"1,00"
"ARMM82402G"|"15,00"|"1,00"|"0,00"|"1,00"|"0,00"|"0,00"|"0,00"
"ARMM82501A"|"36,00"|"23,00"|"1,00"|"0,00"|"0,00"|"0,00"|"0,00"
"ARMM82502B"|"34,00"|"1,00"|"1,00"|"0,00"|"0,00"|"0,00"|"0,00"
"ARMM82503C"|"40,00"|"6,00"|"2,00"|"0,00"|"0,00"|"0,00"|"0,00"
"ARMM826016"|"38,00"|"1,00"|"1,00"|"0,00"|"0,00"|"0,00"|"0,00"
"ARMM827012"|"29,00"|"1,00"|"2,00"|"0,00"|"0,00"|"1,00"|"0,00"
"ARMM82801T"|"20,00"|"2,00"|"3,00"|"3,00"|"0,00"|"0,35"|"0,00"
"ARMM82901N"|"5,00"|"0,00"|"1,00"|"0,00"|"0,00"|"0,00"|"1,00"
"ARMM82902P"|"12,00"|"0,00"|"2,00"|"0,00"|"0,00"|"0,00"|"0,00"
"ARMM83001T"|"14,00"|"0,00"|"1,00"|"0,00"|"0,00"|"1,00"|"0,00"
"ARMM83002V"|"22,00"|"1,00"|"5,00"|"0,00"|"0,00"|"0,66"|"0,00"
"ARMM83102P"|"13,00"|"0,00"|"1,00"|"0,00"|"0,00"|"0,00"|"0,00"
"ARMM83103Q"|"13,00"|"1,00"|"2,00"|"0,00"|"0,00"|"0,00"|"0,00"
"ARMM83201D"|"3,00"|"6,00"|"3,00"|"0,00"|"0,00"|"0,00"|"0,00"
"ARMM83202E"|"36,00"|"4,00"|"5,00"|"1,00"|"0,00"|"1,00"|"0,00"
"ARMM833019"|"15,00"|"1,00"|"1,00"|"0,00"|"0,00"|"0,00"|"0,00"
"ARMM83302A"|"0,00"|"0,00"|"1,00"|"0,00"|"0,00"|"0,00"|"0,00"
"ARMM834015"|"15,00"|"1,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"ARMM835011"|"26,00"|"1,00"|"5,00"|"0,00"|"0,00"|"0,50"|"1,00"
"ARMM83601R"|"13,00"|"2,00"|"0,00"|"1,00"|"0,00"|"0,00"|"0,00"
"ARMM83701L"|"20,00"|"3,00"|"4,00"|"0,00"|"0,00"|"0,00"|"0,21"
"ARMM83801C"|"38,00"|"2,00"|"1,00"|"0,00"|"0,00"|"0,00"|"0,00"
"ARMM839018"|"27,00"|"0,00"|"4,00"|"0,00"|"0,00"|"0,00"|"0,73"
"ARPC001018"|"30,00"|"1,00"|"1,00"|"0,00"|"0,00"|"0,10"|"0,00"
"ARPC010002"|"37,00"|"2,00"|"0,00"|"2,00"|"0,00"|"0,09"|"0,09"
"ARPM010006"|"80,00"|"2,00"|"0,00"|"2,00"|"0,00"|"0,48"|"0,93"
"ARPM03000B"|"60,00"|"6,00"|"0,00"|"1,00"|"0,00"|"0,05"|"0,00"
"ARPS002017"|"360,00"|"6,00"|"0,00"|"1,00"|"0,00"|"0,59"|"0,00"
"ARPS00401V"|"25,00"|"3,00"|"0,00"|"1,00"|"0,00"|"0,21"|"0,00"
"ARPS01901L"|"78,00"|"2,00"|"2,00"|"0,00"|"0,00"|"0,12"|"0,06"
"ARPS02000Q"|"41,00"|"6,00"|"3,00"|"1,00"|"0,00"|"0,00"|"1,00"
"ARPS07000R"|"90,00"|"3,00"|"0,00"|"0,00"|"0,00"|"1,00"|"0,00"
"ARRA01802B"|"101,00"|"6,00"|"1,00"|"0,00"|"0,00"|"1,00"|"0,18"
"ARRC00701V"|"70,00"|"2,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,20"
"ARRC01201A"|"26,00"|"1,00"|"0,00"|"0,00"|"0,00"|"0,27"|"0,00"
"ARRC019015"|"36,00"|"2,00"|"0,00"|"0,00"|"0,00"|"0,36"|"0,00"
"ARRF00101N"|"37,00"|"1,00"|"0,00"|"1,00"|"0,00"|"1,00"|"0,00"
"ARRH01601V"|"43,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,17"|"0,29"
"ARRH01802G"|"20,00"|"4,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"ARRI004014"|"58,00"|"4,00"|"1,00"|"0,00"|"0,00"|"1,00"|"0,10"
"ARRI004025"|"12,00"|"1,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"ARRI00701G"|"66,00"|"8,00"|"0,00"|"1,00"|"0,00"|"0,00"|"0,00"
"ARRI00801B"|"70,00"|"4,00"|"0,00"|"1,00"|"0,00"|"0,42"|"0,00"
"ARRI017016"|"17,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"ARSD00901C"|"144,00"|"18,00"|"10,00"|"2,00"|"1,00"|"0,45"|"0,96"
"ARSD01701B"|"34,00"|"3,00"|"3,00"|"0,00"|"0,00"|"0,00"|"0,00"
"ARSD01702C"|"19,00"|"2,00"|"0,00"|"0,00"|"0,00"|"0,28"|"0,00"
"ARTA01601E"|"55,00"|"8,00"|"1,00"|"1,00"|"0,00"|"0,25"|"0,37"
"ARTA018016"|"142,00"|"6,00"|"1,00"|"0,00"|"0,00"|"1,00"|"0,18"
"ARTD001017"|"60,00"|"1,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"ARTD001028"|"30,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"ARTD002013"|"330,00"|"3,00"|"0,00"|"1,00"|"0,00"|"0,00"|"0,00"
"ARTD00251C"|"85,00"|"3,00"|"0,00"|"1,00"|"0,00"|"0,25"|"0,00"
"ARTD008012"|"30,00"|"1,00"|"0,00"|"1,00"|"0,00"|"0,18"|"0,00"
"ARTD01201N"|"108,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"ARTD02000G"|"70,00"|"38,00"|"1,00"|"1,00"|"0,00"|"0,55"|"0,44"
"ARTD020501"|"17,00"|"0,00"|"1,00"|"0,00"|"0,00"|"0,62"|"0,37"
"ARTE009019"|"44,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"|"1,00"
"ARTE013011"|"78,00"|"3,00"|"0,00"|"0,00"|"1,00"|"0,00"|"0,00"
"ARTF01201X"|"113,00"|"11,00"|"1,00"|"0,00"|"0,00"|"0,44"|"1,00"
"ARTF02000T"|"180,00"|"8,00"|"20,00"|"4,00"|"0,00"|"1,00"|"1,00"
"ARTF03000C"|"250,00"|"4,00"|"3,00"|"1,00"|"0,00"|"1,00"|"0,00"
"ARTL01301X"|"118,00"|"4,00"|"1,00"|"2,00"|"0,00"|"0,00"|"0,00"
"ARTL013021"|"17,00"|"3,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"ARVC010009"|"20,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"ATAA003011"|"3,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"ATAA00403V"|"1,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"ATAA004051"|"2,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"ATAA00501L"|"3,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"ATAA00502N"|"1,00"|"0,00"|"0,00"|"0,00"|"0,00"|"1,00"|"0,00"
"ATAA00601C"|"2,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"ATAA00602D"|"1,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"ATAA00603E"|"3,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"ATAA02001P"|"14,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"ATAA02002Q"|"2,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"ATAA030019"|"1,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"ATAA03002A"|"4,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"ATAA03003B"|"1,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"ATAA060015"|"1,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"ATAA060026"|"1,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"ATAA060037"|"8,00"|"1,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"ATAA065018"|"4,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"ATAA065029"|"1,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"ATAA06503A"|"3,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"ATAA06504B"|"1,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"ATAA801018"|"3,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"ATAA80103A"|"2,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"ATAA802014"|"1,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"ATAA802025"|"2,00"|"2,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"ATAA802036"|"2,00"|"2,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"ATAA802047"|"2,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"ATAA803021"|"4,00"|"0,00"|"0,00"|"0,00"|"0,00"|"1,00"|"0,00"
"ATAA803032"|"1,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"ATAA80401Q"|"2,00"|"1,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"ATAA80402R"|"1,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"ATAA80403T"|"1,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"ATAA80501G"|"1,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"ATAA80502L"|"1,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"ATAA80503N"|"5,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"ATAA80504P"|"4,00"|"1,00"|"0,00"|"0,00"|"0,00"|"0,50"|"0,00"
"ATAA80601B"|"5,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"ATAA80603D"|"3,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"ATAA807017"|"2,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"ATAA807028"|"1,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"ATAA808013"|"1,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"ATAA808024"|"1,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"ATAA808035"|"1,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"ATAA808046"|"1,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"ATAA80901V"|"1,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"ATAA80902X"|"2,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"ATAA809031"|"1,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"ATCT70000C"|"54,00"|"8,00"|"0,00"|"0,00"|"0,00"|"0,75"|"0,00"
"ATCT701008"|"1,00"|"0,00"|"0,00"|"0,00"|"0,00"|"1,00"|"1,00"
"ATEE00101E"|"10,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,07"|"0,00"
"ATEE00104N"|"11,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"ATEE00107R"|"6,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"ATEE003016"|"0,00"|"0,00"|"0,00"|"1,00"|"0,00"|"0,00"|"0,00"
"ATEE003027"|"9,00"|"1,00"|"1,00"|"0,00"|"0,00"|"0,00"|"0,00"
"ATEE003049"|"15,00"|"0,00"|"1,00"|"0,00"|"0,00"|"0,00"|"0,00"
"ATEE004023"|"13,00"|"2,00"|"0,00"|"1,00"|"0,00"|"0,00"|"1,00"
"ATEE004034"|"10,00"|"0,00"|"0,00"|"1,00"|"0,00"|"0,00"|"1,00"
"ATEE004089"|"10,00"|"1,00"|"0,00"|"0,00"|"0,00"|"0,00"|"1,00"
"ATEE00409A"|"17,00"|"2,00"|"0,00"|"2,00"|"0,00"|"0,00"|"1,00"
"ATEE00501T"|"12,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,27"
"ATEE00502V"|"16,00"|"1,00"|"0,00"|"1,00"|"0,00"|"0,00"|"0,22"
"ATEE005041"|"2,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"ATEE00601N"|"10,00"|"1,00"|"1,00"|"0,00"|"0,00"|"0,00"|"0,00"
"ATEE00602P"|"5,00"|"0,00"|"2,00"|"0,00"|"0,00"|"0,00"|"0,00"
"ATEE00604R"|"5,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"ATEE006126"|"11,00"|"1,00"|"1,00"|"1,00"|"0,00"|"0,00"|"0,00"
"ATEE02001X"|"32,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"ATEE020076"|"62,00"|"0,00"|"1,00"|"0,00"|"0,00"|"0,09"|"0,00"
"ATEE02011B"|"21,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"ATEE03001E"|"3,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"ATEE03002G"|"3,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"ATEE03004N"|"7,00"|"1,00"|"1,00"|"0,00"|"0,00"|"0,00"|"0,00"
"ATEE03006Q"|"9,00"|"1,00"|"2,00"|"0,00"|"0,00"|"0,00"|"0,00"
"ATEE03009V"|"3,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"ATEE030112"|"4,00"|"0,00"|"1,00"|"0,00"|"0,00"|"0,00"|"0,00"
"ATEE05002R"|"2,00"|"1,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"ATEE050094"|"4,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"ATEE050128"|"24,00"|"1,00"|"0,00"|"1,00"|"0,00"|"0,00"|"0,00"
"ATEE06001A"|"2,00"|"0,00"|"0,00"|"1,00"|"0,00"|"0,00"|"0,00"
"ATEE06002B"|"5,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"ATEE06005E"|"8,00"|"1,00"|"1,00"|"0,00"|"0,00"|"0,00"|"0,20"
"ATEE06008N"|"21,00"|"2,00"|"1,00"|"0,00"|"0,00"|"0,00"|"0,00"
"ATEE06013X"|"12,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"ATEE060163"|"3,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"ATEE06501D"|"21,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
