codice_scuola|pc_desktop|pc_laptop|lim_aula|lim_laboratorio|lim_mobili|paule_lan|paule_wifi
"SATD11050N"|"189,00"|"7,00"|"0,00"|"0,00"|"3,00"|"1,00"|"0,00"
"SATD13000D"|"87,00"|"22,00"|"0,00"|"1,00"|"1,00"|"0,58"|"1,00"
"SATE01000V"|"69,00"|"2,00"|"8,00"|"4,00"|"0,00"|"0,00"|"0,00"
"SATF00901E"|"44,00"|"1,00"|"0,00"|"0,00"|"4,00"|"1,00"|"0,00"
"SATF03601V"|"111,00"|"28,00"|"0,00"|"5,00"|"3,00"|"1,00"|"0,00"
"SATF04000D"|"212,00"|"20,00"|"0,00"|"1,00"|"1,00"|"0,11"|"0,88"
"SATF04101A"|"166,00"|"51,00"|"0,00"|"1,00"|"1,00"|"0,00"|"1,00"
"SATF08000X"|"76,00"|"1,00"|"0,00"|"4,00"|"0,00"|"0,00"|"0,00"
"SATF10000X"|"118,00"|"32,00"|"5,00"|"1,00"|"3,00"|"1,00"|"0,00"
"SATL019019"|"80,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"SATL02000C"|"70,00"|"1,00"|"0,00"|"0,00"|"0,00"|"1,00"|"1,00"
"SATL04000N"|"56,00"|"17,00"|"0,00"|"1,00"|"0,00"|"1,00"|"0,04"
"SATN010009"|"94,00"|"36,00"|"3,00"|"0,00"|"0,00"|"0,00"|"0,42"
"SATN01901R"|"75,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"SIAA00101V"|"2,00"|"1,00"|"0,00"|"0,00"|"0,00"|"0,33"|"0,00"
"SIAA001031"|"13,00"|"10,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"SIAA01101D"|"1,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"SIAA01102E"|"1,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"SIAA01202A"|"1,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"SIAA01205D"|"1,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"SIAA01207G"|"1,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"SIAA01208E"|"2,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"SIAA01701C"|"1,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"SIAA01702D"|"1,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"SIAA01703E"|"1,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"SIAA804019"|"3,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,16"|"0,00"
"SIAA80402A"|"1,00"|"1,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"SIAA80403B"|"1,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"SIAA80404C"|"1,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"SIAA805015"|"1,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"SIAA805026"|"1,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"SIAA805037"|"1,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"SIAA806011"|"1,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"|"1,00"
"SIAA806022"|"1,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"SIAA80702T"|"1,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"SIAA80704X"|"1,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"SIAA80901C"|"1,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,33"|"0,00"
"SIAA80903E"|"1,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"SIAA80904G"|"2,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"SIAA80905L"|"2,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"SIAA81102D"|"1,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"SIAA81103E"|"0,00"|"1,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"SIAA81104G"|"1,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"SIAA81105L"|"1,00"|"1,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,20"
"SIAA812018"|"1,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"SIAA812029"|"1,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"SIAA81203A"|"1,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"SIAA81204B"|"1,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"SIAA81602L"|"4,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"SIAA818017"|"2,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"SIAA818028"|"1,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"SIAA818039"|"1,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"SIAA819013"|"0,00"|"1,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"SIAA820017"|"3,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"SIAA820028"|"3,00"|"2,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"SIAA820039"|"3,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"SIAA821013"|"3,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"SIAA821024"|"3,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"SIAA821035"|"3,00"|"1,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"SICT700002"|"19,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,50"|"0,00"
"SIEE001014"|"11,00"|"4,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"SIEE001025"|"7,00"|"1,00"|"0,00"|"0,00"|"0,00"|"1,00"|"0,00"
"SIEE001036"|"14,00"|"2,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"SIEE001047"|"17,00"|"3,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"SIEE001069"|"13,00"|"10,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"SIEE00302R"|"22,00"|"1,00"|"1,00"|"0,00"|"0,00"|"1,00"|"0,00"
"SIEE003106"|"19,00"|"1,00"|"1,00"|"0,00"|"0,00"|"1,00"|"0,00"
"SIEE01101P"|"14,00"|"3,00"|"1,00"|"0,00"|"0,00"|"0,00"|"0,00"
"SIEE011138"|"15,00"|"6,00"|"3,00"|"0,00"|"0,00"|"0,00"|"0,00"
"SIEE01201E"|"9,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"SIEE01207R"|"8,00"|"1,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"SIEE012145"|"18,00"|"1,00"|"1,00"|"0,00"|"0,00"|"1,00"|"0,00"
"SIEE012167"|"15,00"|"2,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"SIEE01601T"|"18,00"|"1,00"|"2,00"|"0,00"|"0,00"|"0,00"|"1,00"
"SIEE01602V"|"1,00"|"0,00"|"1,00"|"0,00"|"0,00"|"0,14"|"0,14"
"SIEE01603X"|"20,00"|"4,00"|"0,00"|"1,00"|"0,00"|"0,00"|"0,00"
"SIEE01702P"|"45,00"|"3,00"|"0,00"|"1,00"|"0,00"|"0,00"|"0,03"
"SIEE01703Q"|"11,00"|"0,00"|"0,00"|"1,00"|"0,00"|"0,00"|"0,00"
"SIEE80402G"|"5,00"|"1,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"SIEE80403L"|"18,00"|"4,00"|"0,00"|"0,00"|"0,00"|"0,10"|"0,00"
"SIEE80501A"|"12,00"|"1,00"|"1,00"|"0,00"|"0,00"|"0,00"|"0,06"
"SIEE80502B"|"11,00"|"1,00"|"1,00"|"0,00"|"0,00"|"0,00"|"0,10"
"SIEE80503C"|"12,00"|"1,00"|"1,00"|"0,00"|"0,00"|"0,00"|"0,06"
"SIEE806016"|"34,00"|"0,00"|"0,00"|"1,00"|"0,00"|"0,00"|"0,00"
"SIEE806027"|"9,00"|"9,00"|"0,00"|"1,00"|"0,00"|"0,00"|"1,00"
"SIEE807023"|"0,00"|"15,00"|"0,00"|"1,00"|"0,00"|"0,00"|"0,00"
"SIEE807045"|"1,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"SIEE807056"|"14,00"|"2,00"|"1,00"|"0,00"|"0,00"|"0,00"|"0,00"
"SIEE80801T"|"6,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"SIEE80802V"|"14,00"|"1,00"|"1,00"|"0,00"|"0,00"|"0,00"|"0,00"
"SIEE80901N"|"0,00"|"1,00"|"1,00"|"0,00"|"0,00"|"0,20"|"0,00"
"SIEE80902P"|"4,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"SIEE80903Q"|"6,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"SIEE80904R"|"6,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"SIEE81001T"|"15,00"|"1,00"|"0,00"|"1,00"|"0,00"|"0,00"|"0,00"
"SIEE81101N"|"6,00"|"7,00"|"0,00"|"1,00"|"0,00"|"0,00"|"0,87"
"SIEE81102P"|"10,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"SIEE81103Q"|"11,00"|"1,00"|"0,00"|"0,00"|"0,00"|"0,09"|"0,00"
"SIEE81104R"|"1,00"|"4,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"SIEE81201D"|"8,00"|"0,00"|"0,00"|"1,00"|"0,00"|"0,00"|"0,00"
"SIEE81202E"|"6,00"|"1,00"|"0,00"|"1,00"|"0,00"|"0,00"|"0,00"
"SIEE81203G"|"6,00"|"1,00"|"0,00"|"1,00"|"0,00"|"0,00"|"0,00"
"SIEE81204L"|"1,00"|"0,00"|"0,00"|"1,00"|"0,00"|"0,00"|"0,00"
"SIEE813019"|"6,00"|"7,00"|"1,00"|"0,00"|"0,00"|"0,00"|"1,00"
"SIEE81303B"|"7,00"|"18,00"|"1,00"|"1,00"|"0,00"|"0,10"|"0,10"
"SIEE81304C"|"3,00"|"10,00"|"1,00"|"0,00"|"0,00"|"1,00"|"1,00"
"SIEE814015"|"8,00"|"1,00"|"1,00"|"0,00"|"0,00"|"0,00"|"0,00"
"SIEE814026"|"9,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"SIEE814037"|"7,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"SIEE814048"|"5,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"SIEE815011"|"4,00"|"0,00"|"1,00"|"0,00"|"0,00"|"0,00"|"0,00"
"SIEE815022"|"6,00"|"1,00"|"0,00"|"1,00"|"0,00"|"0,00"|"1,00"
"SIEE81601R"|"29,00"|"11,00"|"1,00"|"0,00"|"0,00"|"0,80"|"0,00"
"SIEE81701L"|"20,00"|"2,00"|"1,00"|"0,00"|"0,00"|"1,00"|"0,00"
"SIEE81801C"|"9,00"|"2,00"|"1,00"|"1,00"|"0,00"|"0,66"|"0,00"
"SIEE81802D"|"13,00"|"2,00"|"2,00"|"0,00"|"0,00"|"1,00"|"0,00"
"SIEE819018"|"10,00"|"1,00"|"2,00"|"2,00"|"0,00"|"0,00"|"0,00"
"SIEE819029"|"13,00"|"1,00"|"2,00"|"2,00"|"0,00"|"0,00"|"0,00"
"SIEE82001C"|"48,00"|"2,00"|"1,00"|"0,00"|"0,00"|"0,00"|"0,00"
"SIEE82002D"|"12,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"SIEE821018"|"30,00"|"2,00"|"1,00"|"0,00"|"0,00"|"0,00"|"0,10"
"SIEE821029"|"15,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"SIEE82103A"|"36,00"|"6,00"|"3,00"|"0,00"|"0,00"|"0,00"|"0,60"
"SIMM022003"|"83,00"|"23,00"|"2,00"|"0,00"|"0,00"|"0,00"|"0,00"
"SIMM022014"|"18,00"|"6,00"|"1,00"|"0,00"|"0,00"|"0,00"|"1,00"
"SIMM022025"|"28,00"|"6,00"|"1,00"|"0,00"|"0,00"|"0,00"|"0,66"
"SIMM034009"|"11,00"|"5,00"|"5,00"|"0,00"|"0,00"|"0,00"|"0,18"
"SIMM03401A"|"2,00"|"1,00"|"0,00"|"1,00"|"0,00"|"0,00"|"0,00"
"SIMM04500Q"|"43,00"|"8,00"|"0,00"|"1,00"|"0,00"|"0,00"|"0,00"
"SIMM04501R"|"15,00"|"2,00"|"1,00"|"0,00"|"0,00"|"0,00"|"0,00"
"SIMM80401D"|"8,00"|"3,00"|"1,00"|"0,00"|"0,00"|"0,00"|"0,00"
"SIMM80402E"|"5,00"|"1,00"|"1,00"|"0,00"|"0,00"|"0,00"|"0,00"
"SIMM805019"|"15,00"|"1,00"|"1,00"|"0,00"|"0,00"|"0,00"|"0,05"
"SIMM80502A"|"14,00"|"1,00"|"1,00"|"0,00"|"0,00"|"0,00"|"0,16"
"SIMM806015"|"20,00"|"8,00"|"5,00"|"0,00"|"0,00"|"0,00"|"1,00"
"SIMM807011"|"4,00"|"22,00"|"3,00"|"0,00"|"0,00"|"0,11"|"0,22"
"SIMM807022"|"7,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"SIMM807033"|"12,00"|"0,00"|"0,00"|"1,00"|"0,00"|"0,00"|"0,00"
"SIMM80801R"|"16,00"|"2,00"|"1,00"|"0,00"|"0,00"|"0,33"|"0,00"
"SIMM80802T"|"7,00"|"0,00"|"1,00"|"0,00"|"0,00"|"0,00"|"0,00"
"SIMM80901L"|"13,00"|"1,00"|"3,00"|"0,00"|"1,00"|"1,00"|"0,00"
"SIMM80902N"|"13,00"|"0,00"|"1,00"|"1,00"|"0,00"|"0,00"|"0,00"
"SIMM80903P"|"14,00"|"1,00"|"1,00"|"0,00"|"0,00"|"0,33"|"0,00"
"SIMM81001R"|"18,00"|"1,00"|"0,00"|"1,00"|"0,00"|"0,00"|"0,00"
"SIMM81002T"|"7,00"|"0,00"|"0,00"|"1,00"|"0,00"|"0,00"|"0,00"
"SIMM81101L"|"18,00"|"1,00"|"1,00"|"1,00"|"0,00"|"0,00"|"1,00"
"SIMM81102N"|"2,00"|"10,00"|"1,00"|"1,00"|"0,00"|"0,83"|"0,00"
"SIMM81103P"|"17,00"|"3,00"|"1,00"|"1,00"|"0,00"|"0,08"|"0,00"
"SIMM81201C"|"7,00"|"2,00"|"3,00"|"0,00"|"0,00"|"0,00"|"0,00"
"SIMM81202D"|"11,00"|"1,00"|"2,00"|"0,00"|"0,00"|"0,00"|"0,00"
"SIMM813018"|"8,00"|"7,00"|"0,00"|"1,00"|"0,00"|"1,00"|"0,00"
"SIMM813029"|"9,00"|"5,00"|"0,00"|"1,00"|"0,00"|"0,00"|"1,00"
"SIMM81303A"|"6,00"|"11,00"|"1,00"|"0,00"|"0,00"|"1,00"|"1,00"
"SIMM814014"|"9,00"|"6,00"|"1,00"|"1,00"|"0,00"|"0,00"|"0,00"
"SIMM814025"|"5,00"|"5,00"|"1,00"|"0,00"|"0,00"|"0,00"|"0,00"
"SIMM81501X"|"3,00"|"2,00"|"2,00"|"0,00"|"0,00"|"0,00"|"0,00"
"SIMM815021"|"11,00"|"2,00"|"1,00"|"0,00"|"0,00"|"0,00"|"1,00"
"SIMM81601Q"|"39,00"|"32,00"|"13,00"|"1,00"|"0,00"|"1,00"|"0,00"
"SIMM81701G"|"60,00"|"20,00"|"5,00"|"0,00"|"0,00"|"1,00"|"0,00"
"SIMM81801B"|"30,00"|"2,00"|"2,00"|"2,00"|"0,00"|"1,00"|"0,00"
"SIMM819017"|"18,00"|"1,00"|"2,00"|"0,00"|"0,00"|"0,00"|"1,00"
"SIMM82001B"|"17,00"|"0,00"|"1,00"|"0,00"|"0,00"|"0,00"|"1,00"
"SIMM821017"|"12,00"|"15,00"|"1,00"|"1,00"|"0,00"|"0,11"|"1,00"
"SIMM821028"|"16,00"|"1,00"|"1,00"|"0,00"|"0,00"|"0,00"|"1,00"
"SIPC00101C"|"82,00"|"2,00"|"2,00"|"0,00"|"0,00"|"1,00"|"0,00"
"SIPC002018"|"32,00"|"2,00"|"3,00"|"1,00"|"0,00"|"0,00"|"0,17"
"SIPM00101L"|"54,00"|"1,00"|"1,00"|"1,00"|"0,00"|"1,00"|"0,00"
"SIPM00201C"|"24,00"|"1,00"|"5,00"|"0,00"|"0,00"|"1,00"|"0,00"
"SIPM00202D"|"32,00"|"1,00"|"5,00"|"0,00"|"0,00"|"0,37"|"0,00"
"SIPM003018"|"0,00"|"0,00"|"0,00"|"1,00"|"0,00"|"0,00"|"0,00"
"SIPS010009"|"60,00"|"3,00"|"0,00"|"1,00"|"1,00"|"0,00"|"0,00"
"SIPS03000E"|"50,00"|"1,00"|"0,00"|"0,00"|"0,00"|"1,00"|"1,00"
"SIRC00401G"|"264,00"|"5,00"|"1,00"|"0,00"|"0,00"|"0,16"|"0,00"
"SIRC007013"|"20,00"|"1,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"SIRH030008"|"62,00"|"0,00"|"0,00"|"1,00"|"0,00"|"0,00"|"1,00"
"SIRI00301C"|"0,00"|"0,00"|"0,00"|"1,00"|"0,00"|"1,00"|"0,00"
"SIRI004018"|"44,00"|"0,00"|"1,00"|"0,00"|"0,00"|"0,07"|"0,00"
"SIRI00701Q"|"22,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"SISD00201T"|"59,00"|"2,00"|"3,00"|"0,00"|"0,00"|"0,85"|"0,00"
"SITA01000P"|"36,00"|"2,00"|"0,00"|"0,00"|"0,00"|"0,50"|"0,50"
"SITD00701A"|"40,00"|"1,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"SITD00702B"|"55,00"|"1,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"SITD008016"|"182,00"|"0,00"|"1,00"|"0,00"|"0,00"|"0,16"|"0,00"
"SITD03000A"|"169,00"|"3,00"|"1,00"|"1,00"|"0,00"|"0,37"|"0,00"
"SITE00401A"|"49,00"|"0,00"|"1,00"|"0,00"|"0,00"|"0,00"|"0,35"
"SITF00801C"|"139,00"|"0,00"|"1,00"|"0,00"|"0,00"|"0,00"|"0,60"
"SITF020002"|"0,00"|"0,00"|"2,00"|"0,00"|"0,00"|"0,00"|"0,00"
"SITF05000T"|"80,00"|"3,00"|"0,00"|"2,00"|"0,00"|"1,00"|"0,00"
"SOAA00405Q"|"2,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"SOAA004124"|"3,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"SOAA010031"|"8,00"|"1,00"|"0,00"|"0,00"|"0,00"|"0,00"|"1,00"
"SOAA010042"|"2,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"SOAA011093"|"2,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"SOAA011105"|"1,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"SOAA011116"|"2,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"SOAA015078"|"2,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"SOAA015089"|"1,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"SOAA016108"|"2,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"SOAA016119"|"4,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"SOAA01612A"|"4,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"SOAA01613B"|"8,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"SOAA01706V"|"4,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"SOAA017081"|"0,00"|"1,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"SOAA01903B"|"2,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"SOAA01905D"|"3,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"SOAA801013"|"1,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"SOAA801024"|"1,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"SOAA801035"|"1,00"|"1,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"SOAA801046"|"1,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"SOAA80201V"|"5,00"|"1,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"SOAA80401E"|"2,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"SOAA80402G"|"3,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"SOAA80403L"|"2,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"SOAA80404N"|"5,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"SOAA80501A"|"1,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"SOAA80502B"|"1,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"SOAA80503C"|"1,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"SOAA80504D"|"1,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"SOAA806016"|"1,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"SOAA806038"|"1,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"SOAA806049"|"1,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"SOAA807012"|"1,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"SOAA807023"|"1,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"SOAA80801T"|"2,00"|"0,00"|"0,00"|"0,00"|"0,00"|"1,00"|"0,00"
"SOAA80901N"|"1,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"SOAA80902P"|"1,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"SOAA80903Q"|"1,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"SOAA81101N"|"2,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"SOAA81102P"|"4,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"SOAA81201D"|"1,00"|"1,00"|"0,00"|"1,00"|"0,00"|"0,00"|"0,00"
"SOAA81202E"|"2,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"SOAA81302A"|"1,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"SOAA81303B"|"1,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"SOAA81304C"|"1,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"SOAA81305D"|"1,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"SOAA814015"|"10,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,50"|"0,00"
"SOAA815011"|"5,00"|"0,00"|"0,00"|"1,00"|"0,00"|"0,00"|"0,00"
"SOAA815033"|"2,00"|"0,00"|"0,00"|"1,00"|"0,00"|"0,00"|"0,00"
"SOAA815044"|"0,00"|"0,00"|"0,00"|"1,00"|"0,00"|"0,00"|"0,00"
"SOAA815055"|"0,00"|"0,00"|"0,00"|"1,00"|"0,00"|"0,00"|"0,00"
"SOAA81601R"|"3,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"SOAA81602T"|"2,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"SOAA81603V"|"2,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"SOAA81604X"|"3,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"SOCT700007"|"15,00"|"0,00"|"3,00"|"3,00"|"0,00"|"1,00"|"0,00"
"SOCT701003"|"17,00"|"0,00"|"0,00"|"0,00"|"0,00"|"1,00"|"1,00"
"SOEE003011"|"14,00"|"2,00"|"1,00"|"0,00"|"1,00"|"0,00"|"0,00"
"SOEE003022"|"13,00"|"1,00"|"1,00"|"0,00"|"0,00"|"0,00"|"0,00"
"SOEE003099"|"13,00"|"2,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"SOEE00313E"|"13,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"SOEE00315L"|"13,00"|"2,00"|"1,00"|"1,00"|"0,00"|"0,00"|"0,00"
"SOEE00401R"|"22,00"|"2,00"|"1,00"|"0,00"|"0,00"|"0,85"|"0,00"
"SOEE00402T"|"18,00"|"1,00"|"0,00"|"1,00"|"0,00"|"0,00"|"0,00"
"SOEE010069"|"30,00"|"1,00"|"0,00"|"1,00"|"0,00"|"0,00"|"0,00"
"SOEE01009C"|"8,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"|"1,00"
"SOEE011021"|"4,00"|"1,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"SOEE011043"|"23,00"|"3,00"|"1,00"|"0,00"|"0,00"|"0,66"|"0,00"
"SOEE011065"|"16,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"SOEE015028"|"30,00"|"4,00"|"5,00"|"1,00"|"0,00"|"0,00"|"1,00"
"SOEE015039"|"10,00"|"4,00"|"7,00"|"0,00"|"0,00"|"1,00"|"0,00"
"SOEE01504A"|"8,00"|"2,00"|"5,00"|"0,00"|"0,00"|"0,00"|"1,00"
"SOEE016046"|"11,00"|"0,00"|"4,00"|"0,00"|"0,00"|"1,00"|"0,00"
"SOEE016079"|"34,00"|"0,00"|"16,00"|"0,00"|"0,00"|"0,80"|"0,00"
"SOEE01614N"|"18,00"|"0,00"|"5,00"|"0,00"|"0,00"|"1,00"|"0,00"
"SOEE01701V"|"19,00"|"1,00"|"3,00"|"0,00"|"0,00"|"0,33"|"0,00"
"SOEE01702X"|"21,00"|"1,00"|"4,00"|"0,00"|"0,00"|"1,00"|"0,00"
"SOEE017031"|"20,00"|"0,00"|"5,00"|"0,00"|"0,00"|"0,60"|"0,00"
"SOEE017053"|"11,00"|"0,00"|"1,00"|"0,00"|"0,00"|"0,00"|"0,00"
"SOEE017075"|"3,00"|"1,00"|"0,00"|"0,00"|"0,00"|"0,00"|"0,00"
"SOEE01902G"|"49,00"|"6,00"|"5,00"|"0,00"|"0,00"|"1,00"|"0,00"
